instance anchor smt mx
ann-thyroid.0  1  1  1
ann-thyroid.1  2  1  1
ann-thyroid.2  2  1  1
ann-thyroid.3  1  1  1
ann-thyroid.4  1  1  1
ann-thyroid.5  1  2  1
ann-thyroid.6  1  1  1
ann-thyroid.7  1  1  1
ann-thyroid.8  1  1  1
ann-thyroid.9  1  4  4
ann-thyroid.10  9  6  6
ann-thyroid.11  20  6  6
ann-thyroid.12  1  1  1
ann-thyroid.13  1  1  1
ann-thyroid.14  2  1  1
ann-thyroid.15  2  1  1
ann-thyroid.16  1  1  1
ann-thyroid.17  1  1  1
ann-thyroid.18  17  6  6
ann-thyroid.19  1  2  1
ann-thyroid.20  1  1  1
ann-thyroid.21  1  1  1
ann-thyroid.22  1  1  1
ann-thyroid.23  1  1  1
ann-thyroid.24  1  1  1
ann-thyroid.25  2  1  1
ann-thyroid.26  2  1  1
ann-thyroid.27  1  1  1
ann-thyroid.28  1  1  1
ann-thyroid.29  1  1  1
ann-thyroid.30  1  1  1
ann-thyroid.31  1  1  1
ann-thyroid.32  1  1  1
ann-thyroid.33  1  1  1
ann-thyroid.34  2  1  1
ann-thyroid.35  25  8  8
ann-thyroid.36  1  1  1
ann-thyroid.37  1  2  1
ann-thyroid.38  1  1  1
ann-thyroid.39  1  1  1
ann-thyroid.40  1  1  1
ann-thyroid.41  15  6  6
ann-thyroid.42  1  1  1
ann-thyroid.43  1  1  1
ann-thyroid.44  1  1  1
ann-thyroid.45  1  2  1
ann-thyroid.46  3  1  1
ann-thyroid.47  1  1  1
ann-thyroid.48  1  1  1
ann-thyroid.49  1  1  1
ann-thyroid.50  1  2  1
ann-thyroid.51  1  1  1
ann-thyroid.52  2  1  1
ann-thyroid.53  1  1  1
ann-thyroid.54  1  1  1
ann-thyroid.55  1  1  1
ann-thyroid.56  1  1  1
ann-thyroid.57  27  6  6
ann-thyroid.58  1  1  1
ann-thyroid.59  1  1  1
ann-thyroid.60  1  2  2
ann-thyroid.61  26  6  6
ann-thyroid.62  1  1  1
ann-thyroid.63  1  2  1
ann-thyroid.64  1  1  1
ann-thyroid.65  2  1  1
ann-thyroid.66  1  2  1
ann-thyroid.67  1  1  1
ann-thyroid.68  2  1  1
ann-thyroid.69  1  1  1
ann-thyroid.70  1  2  1
ann-thyroid.71  7  6  6
ann-thyroid.72  1  1  1
ann-thyroid.73  1  1  1
ann-thyroid.74  1  1  1
ann-thyroid.75  20  6  6
ann-thyroid.76  13  6  6
ann-thyroid.77  1  1  1
ann-thyroid.78  1  2  1
ann-thyroid.79  1  1  1
ann-thyroid.80  18  6  6
ann-thyroid.81  2  1  1
ann-thyroid.82  1  1  1
ann-thyroid.83  1  1  1
ann-thyroid.84  1  1  1
ann-thyroid.85  1  2  1
ann-thyroid.86  1  1  1
ann-thyroid.87  1  1  1
ann-thyroid.88  1  1  1
ann-thyroid.89  1  1  1
ann-thyroid.90  1  2  1
ann-thyroid.91  1  1  1
ann-thyroid.92  1  1  1
ann-thyroid.93  1  1  1
ann-thyroid.94  1  1  1
ann-thyroid.95  1  1  1
ann-thyroid.96  1  1  1
ann-thyroid.97  1  2  2
ann-thyroid.98  1  1  1
ann-thyroid.99  1  2  1
ann-thyroid.100  1  1  1
ann-thyroid.101  1  1  1
ann-thyroid.102  1  1  1
ann-thyroid.103  1  1  1
ann-thyroid.104  1  1  1
ann-thyroid.105  1  1  1
ann-thyroid.106  1  1  1
ann-thyroid.107  1  2  1
ann-thyroid.108  1  1  1
ann-thyroid.109  1  1  1
ann-thyroid.110  1  1  1
ann-thyroid.111  1  2  1
