instance anchor smt mx
divorce.149  19.756  0.050  0.011
ecoli.0  0.885  4.736  1.016
ecoli.1  1.715  2.998  1.005
ecoli.2  1.910  0.795  0.672
ecoli.3  1.999  2.266  0.923
ecoli.4  1.957  2.195  0.333
ecoli.5  0.788  6.117  0.834
ecoli.6  1.847  2.397  0.903
ecoli.7  2.415  2.092  0.904
ecoli.8  0.830  3.308  0.814
ecoli.9  0.820  0.829  0.848
ecoli.10  0.902  3.913  0.883
ecoli.11  0.862  8.679  1.004
ecoli.12  0.883  1.950  0.814
ecoli.13  0.718  2.259  1.203
ecoli.14  0.894  1.053  1.045
ecoli.15  1.957  1.939  1.074
ecoli.16  0.919  3.229  0.902
ecoli.17  1.033  0.610  0.694
ecoli.18  1.004  1.846  1.049
ecoli.19  0.928  0.570  0.627
ecoli.20  1.863  1.865  1.134
ecoli.21  1.873  0.818  0.470
ecoli.22  2.444  2.533  0.472
ecoli.23  0.980  1.031  0.806
ecoli.24  1.061  1.494  0.693
ecoli.25  1.829  5.871  1.096
ecoli.26  1.800  0.812  0.453
ecoli.27  1.473  1.528  0.492
ecoli.28  0.858  3.638  0.952
ecoli.29  0.893  0.650  0.833
ecoli.30  2.259  1.091  0.629
ecoli.31  0.860  4.122  0.889
ecoli.32  0.868  0.664  0.935
ecoli.33  0.967  2.237  0.927
ecoli.34  0.924  0.973  0.910
ecoli.35  1.628  0.657  0.779
ecoli.36  1.188  0.990  0.872
ecoli.37  0.898  0.526  0.934
